Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
15.1,0.53939214,-2.70468995,-267.41607914,-2.49500516,0.99024429,0.24149738,6.03316342,-0.97475282,-15.70569397,-11.66622259,15.94146641,1.24192751,0,8.02482566,-1.64179133,-4.86974352,-13.41883221,12.52770933,-8.14870995,0,0,0,0
15.105,0.56524969,-2.71155782,-267.42742938,-2.49545665,0.99019475,0.24132697,6.02007914,-0.98090914,-15.72763107,-11.64919292,15.94632392,1.31993828,0,8.09301808,-1.62597502,-4.72255079,-13.55913525,12.59330578,-8.37787529,0,0,0,0
15.11,0.59766713,-2.69992772,-267.43709577,-2.49590716,0.99016588,0.24110815,5.96703269,-0.97053021,-15.72714529,-11.59658931,15.94955828,1.3490096,0,8.14388932,-1.63396153,-4.69039108,-13.70973409,12.69384948,-8.43041578,0,0,0,0
15.115,0.63621949,-2.69663207,-267.44080713,-2.49637772,0.99012741,0.24087075,5.92132176,-0.95564347,-15.73830028,-11.54381324,15.93869439,1.38016522,0,8.19940141,-1.64535689,-4.63902336,-13.85450501,12.79455223,-8.48667115,0,0,0,0
15.12,0.68485023,-2.69947516,-267.43530068,-2.49687125,0.9900837,0.24064018,5.8848886,-0.93346291,-15.77159659,-11.49699585,15.91623562,1.4230502,0,8.2591455,-1.66208255,-4.54843926,-13.99128425,12.88173368,-8.5627638,0,0,0,0
15.125,0.71409147,-2.70195261,-267.4514251,-2.49738297,0.99003329,0.24037011,5.843316,-0.9312359,-15.78215186,-11.44295754,15.91795456,1.46014546,0,8.30112772,-1.6594102,-4.50979512,-14.10770981,12.97871694,-8.63304187,0,0,0,0
15.13,0.74926353,-2.70489219,-267.461288,-2.49791275,0.98998185,0.24008759,5.79987186,-0.92370207,-15.80469382,-11.38690343,15.9131431,1.49894946,0,8.34006684,-1.66094357,-4.45783369,-14.21753772,13.07275314,-8.70100109,0,0,0,0
15.135,0.78548739,-2.70782974,-267.47069114,-2.49845828,0.98992905,0.23979021,5.75659576,-0.9167727,-15.83411716,-11.33314967,15.90752629,1.5437088,0,8.37284135,-1.66165048,-4.39790659,-14.31842951,13.16253204,-8.77240495,0,0,0,0
15.14,0.81835152,-2.71143991,-267.48377344,-2.4990191,0.98987411,0.23947504,5.71441708,-0.91440921,-15.86296001,-11.28214549,15.90553484,1.59074008,0,8.39873041,-1.65717009,-4.34271036,-14.40896037,13.24914888,-8.84224033,0,0,0,0
15.145,0.84988199,-2.71529715,-267.49662147,-2.4995954,0.98981821,0.23914495,5.67244656,-0.9150806,-15.8976646,-11.23310215,15.9051961,1.64294678,0,8.41956294,-1.64975492,-4.28497439,-14.49217403,13.3317111,-8.91381442,0,0,0,0
15.15,0.8784401,-2.72012525,-267.51257736,-2.50018388,0.98975853,0.23880211,5.63303668,-0.92027068,-15.93277868,-11.1883221,15.9084915,1.69689878,0,8.43555531,-1.63813283,-4.23049751,-14.56709992,13.41122789,-8.98285792,0,0,0,0
15.155,0.88557722,-2.725751,-267.5257005,-2.50083397,0.98970267,0.23843163,5.60526974,-0.97105479,-16.09588162,-11.17604931,15.94368109,1.92752475,0,8.4231408,-1.58318058,-4.0802362,-14.58957842,13.43637941,-9.22011471,0,0,0,0
15.16,0.90130743,-2.74176992,-267.55028667,-2.50144383,0.98963253,0.23806361,5.57717622,-0.98816574,-16.10195506,-11.13114335,15.95462982,1.93778141,0,8.43977325,-1.56062535,-4.07883057,-14.64802803,13.50273477,-9.24468471,0,0,0,0
15.165,0.93752864,-2.75005984,-267.57024424,-2.50205265,0.98956061,0.23768704,5.54727849,-0.98473647,-16.11508504,-11.09971154,15.9640448,1.9634286,0,8.45033409,-1.5574093,-4.03869086,-14.71286314,13.60192882,-9.27239142,0,0,0,0
15.17,0.95068281,-2.77094608,-267.59152836,-2.50268703,0.98948634,0.23728607,5.5237999,-1.00652747,-16.12990534,-11.05789944,15.97302205,1.97213229,0,8.46007284,-1.52895358,-4.03234751,-14.75203621,13.66287907,-9.2967317,0,0,0,0
15.175,0.96896238,-2.78491064,-267.61286564,-2.50333759,0.98941259,0.23689073,5.50087089,-1.02536616,-16.13802028,-11.03093357,15.98465935,1.98751854,0,8.46643209,-1.50358774,-4.00828784,-14.80037474,13.73996737,-9.32295284,0,0,0,0
15.18,0.98718447,-2.80035916,-267.63159485,-2.50399794,0.98933711,0.23647965,5.48167455,-1.04539086,-16.15032628,-11.01090116,16.00217026,2.00047365,0,8.46895652,-1.47673967,-3.98227452,-14.83950006,13.81285079,-9.35090473,0,0,0,0
15.185,1.00131153,-2.81504818,-267.64867342,-2.50466854,0.98926108,0.23606213,5.46548213,-1.07132513,-16.16241759,-11.00014396,16.02265505,2.01216518,0,8.46910733,-1.44449139,-3.95353361,-14.87622413,13.87984186,-9.37991599,0,0,0,0
15.19,1.00283179,-2.82794448,-267.65566968,-2.50540283,0.98918513,0.23563829,5.46824253,-1.13448898,-16.2932468,-11.040627,16.08544985,2.19053183,0,8.44656503,-1.37161794,-3.77085966,-14.8732266,13.88024282,-9.63855166,0,0,0,0
15.195,1.00996765,-2.84587267,-267.67503985,-2.50609675,0.98910784,0.23519617,5.45935752,-1.16961715,-16.29377279,-11.03908812,16.10194107,2.18757755,0,8.4427674,-1.33192957,-3.76743536,-14.89908512,13.93826011,-9.65054594,0,0,0,0
15.2,1.01331026,-2.8583683,-267.68930505,-2.50680669,0.9890293,0.23475401,5.45371951,-1.21142997,-16.29010772,-11.05834397,16.13428981,2.18055358,0,8.43672269,-1.28629937,-3.75268676,-14.93186827,13.99862699,-9.66316002,0,0,0,0
15.205,1.01412961,-2.87241386,-267.70478892,-2.50752467,0.98894543,0.23430722,5.46169189,-1.25926399,-16.28223042,-11.10332774,16.19765222,2.17349837,0,8.42495504,-1.23552029,-3.72742571,-14.95102379,14.04259597,-9.68851793,0,0,0,0
15.21,1.0092295,-2.88713952,-267.71765136,-2.50826464,0.98886183,0.23384947,5.47013377,-1.31518955,-16.27496529,-11.14909593,16.24498634,2.16499408,0,8.41396328,-1.17676942,-3.70677956,-14.97093462,14.08600746,-9.72278462,0,0,0,0
15.215,0.9958766,-2.90465873,-267.73429985,-2.50901853,0.98877556,0.23339226,5.49267353,-1.38479533,-16.25894413,-11.21756468,16.30314893,2.16858838,0,8.40318627,-1.10491294,-3.67127467,-14.98612007,14.09468193,-9.80753042,0,0,0,0
15.22,0.99152832,-2.91526083,-267.73705991,-2.509785,0.98869006,0.23290442,5.50265398,-1.44305104,-16.25129242,-11.2804869,16.35567078,2.14776742,0,8.38453437,-1.04506837,-3.64961803,-15.00134025,14.14545218,-9.83442686,0,0,0,0
15.225,0.97839825,-2.92235906,-267.74451117,-2.5105613,0.98860733,0.23241524,5.5210446,-1.51418167,-16.23036547,-11.3681171,16.41398518,2.12296877,0,8.36270687,-0.97648465,-3.63895663,-15.01911668,14.18370327,-9.86371592,0,0,0,0
15.23,0.96249907,-2.92747894,-267.7523271,-2.51135412,0.98852198,0.2319222,5.54776936,-1.5912036,-16.19736937,-11.47731165,16.48465461,2.09502063,0,8.33719207,-0.9035116,-3.62856677,-15.03457822,14.21330981,-9.89304536,0,0,0,0
15.235,0.93866416,-2.93666635,-267.76674724,-2.5121598,0.9884307,0.23143226,5.5898483,-1.67956278,-16.13599464,-11.60773613,16.57506773,2.07128454,0,8.31250092,-0.82035944,-3.61621625,-15.04364663,14.21352125,-9.94282357,0,0,0,0
15.24,0.91585051,-2.93821982,-267.77270405,-2.51298878,0.98833922,0.23092633,5.63098365,-1.77011906,-16.08573638,-11.75552027,16.66028441,2.03226397,0,8.27940288,-0.73742881,-3.60111299,-15.05329753,14.23803003,-9.9801743,0,0,0,0
15.245,0.89536464,-2.93374942,-267.77459635,-2.5138345,0.98824938,0.23039774,5.67369028,-1.86163278,-16.04480027,-11.92213231,16.74094695,1.98195302,0,8.23507683,-0.65783845,-3.59401916,-15.05568872,14.28293747,-9.99910167,0,0,0,0
15.25,0.85735515,-2.9298969,-267.78991522,-2.51469785,0.98815257,0.22988283,5.73267477,-1.97421706,-15.94648703,-12.11807757,16.86076052,1.93849931,0,8.1923215,-0.55900534,-3.59390906,-15.06079734,14.28391655,-10.02448881,0,0,0,0
15.255,0.82312203,-2.9196722,-267.79821843,-2.51557872,0.98805243,0.22934802,5.79483392,-2.08648502,-15.85999461,-12.33622343,16.97452245,1.87846,0,8.13825069,-0.4641086,-3.58892918,-15.05894892,14.31119581,-10.03725768,0,0,0,0
15.26,0.78529034,-2.9107741,-267.81942447,-2.51646682,0.9879489,0.22881247,5.87555567,-2.20516229,-15.74175829,-12.5844487,17.08861802,1.80160789,0,8.07748966,-0.36609588,-3.5976103,-15.04288166,14.32702146,-10.05671417,0,0,0,0
15.265,0.74322187,-2.89069348,-267.83093414,-2.51737424,0.98784231,0.22825774,5.95259853,-2.33056686,-15.62102462,-12.85465643,17.22416799,1.71834146,0,8.00583319,-0.26446167,-3.60108737,-15.03077002,14.3577562,-10.04504033,0,0,0,0
15.27,0.69655127,-2.86643671,-267.84751418,-2.51829369,0.98773273,0.22769911,6.04040749,-2.46356054,-15.47960865,-13.1537946,17.36490956,1.62419335,0,7.92708311,-0.15939762,-3.61476997,-15.01507809,14.39147479,-10.01973561,0,0,0,0
15.275,0.64496244,-2.83885319,-267.86894819,-2.51921867,0.98761639,0.22713403,6.14007447,-2.60300314,-15.31295478,-13.48219612,17.51155208,1.51010386,0,7.84250726,-0.05103061,-3.63819181,-14.99708264,14.43028873,-9.97788161,0,0,0,0
15.28,0.59794477,-2.81884937,-267.89016515,-2.52013802,0.98747874,0.22657889,6.25761627,-2.72755805,-15.07013053,-13.82248376,17.64609743,1.27807928,0,7.77258693,0.04695144,-3.68722927,-14.99092273,14.49861533,-9.87733505,0,0,0,0
15.285,0.53830942,-2.77074758,-267.91141142,-2.52107738,0.98736233,0.22598987,6.36780196,-2.88291841,-14.90434583,-14.21823661,17.82690085,1.18142278,0,7.65513026,0.16243098,-3.70400794,-14.95474546,14.53813853,-9.82047957,0,0,0,0
15.29,0.47380509,-2.72754924,-267.943822,-2.52201142,0.98722771,0.22539909,6.50287622,-3.04322301,-14.70648535,-14.6472592,18.00399748,1.05653038,0,7.54306448,0.28086307,-3.73553052,-14.92228396,14.58786769,-9.74856571,0,0,0,0
15.295,0.40739856,-2.6834732,-267.97853979,-2.52294076,0.98708023,0.22481294,6.65546141,-3.20459768,-14.48774732,-15.10809724,18.18500549,0.90198057,0,7.42864552,0.39897999,-3.77557247,-14.88666915,14.64600011,-9.65990458,0,0,0,0
15.3,0.33644656,-2.63531982,-268.01377233,-2.52386453,0.98692358,0.22421913,6.8203268,-3.37004888,-14.25790677,-15.60043265,18.37514668,0.7272314,0,7.30991568,0.52080281,-3.81519414,-14.85221937,14.71274169,-9.55975189,0,0,0,0
15.305,0.28296921,-2.6118385,-268.04874339,-2.52474007,0.98672851,0.22364911,7.02038023,-3.49324454,-13.91586363,-16.09480618,18.52372145,0.36180498,0,7.23866039,0.61015092,-3.92024924,-14.85537045,14.82811657,-9.33733723,0,0,0,0
15.31,0.19772033,-2.54016913,-268.0903466,-2.52565431,0.98657646,0.22302218,7.19725959,-3.67876699,-13.70690967,-16.65928735,18.72984726,0.21530315,0,7.08271287,0.74796855,-3.95215093,-14.80319697,14.88538247,-9.25940279,0,0,0,0
15.315,0.1135243,-2.48294692,-268.13667637,-2.52654776,0.98639556,0.22240656,7.41011872,-3.85924152,-13.47191266,-17.2555899,18.92865075,0.03197185,0,6.94817471,0.88234414,-3.9993586,-14.76169768,14.95294899,-9.16740748,0,0,0,0
15.32,0.04807418,-2.46112924,-268.17993559,-2.52738826,0.98616801,0.22182152,7.66992218,-3.99474946,-13.13355282,-17.85343551,19.07476659,-0.34162181,0,6.87835934,0.98347304,-4.11147009,-14.76695849,15.06723066,-8.95695121,0,0,0,0
15.325,-0.04561603,-2.38217001,-268.22855849,-2.52826202,0.98599863,0.22116715,7.89011978,-4.18498531,-12.91042638,-18.50776866,19.27262832,-0.51641114,0,6.71345851,1.12836968,-4.15832907,-14.71662458,15.12813924,-8.8813291,0,0,0,0
15.33,-0.13358652,-2.33878844,-268.28858236,-2.5291036,0.98578533,0.22055206,8.16948936,-4.35795631,-12.62562208,-19.18380544,19.41031454,-0.7776515,0,6.60326574,1.26267918,-4.24499665,-14.69452059,15.21371271,-8.77418947,0,0,0,0
15.335,-0.20504679,-2.29841514,-268.32370653,-2.52991071,0.98556784,0.21991326,8.45147,-4.49600915,-12.30756569,-19.86329037,19.55185727,-1.15439789,0,6.50780135,1.37234668,-4.33890554,-14.69297875,15.30630876,-8.60157314,0,0,0,0
15.34,-0.29716108,-2.2287658,-268.38114612,-2.53073616,0.98538184,0.21924331,8.72773347,-4.67514023,-12.04992864,-20.59088503,19.68694573,-1.36571905,0,6.35972762,1.51467146,-4.40182898,-14.65813991,15.37987302,-8.53348705,0,0,0,0
15.345,-0.36667597,-2.1984207,-268.42021216,-2.53152391,0.98515297,0.21859301,9.05213225,-4.81050696,-11.73551991,-21.32385149,19.79413078,-1.71887612,0,6.2734648,1.62753658,-4.4731826,-14.65455749,15.46675121,-8.42127682,0,0,0,0
15.35,-0.45607225,-2.11578396,-268.46729686,-2.53232719,0.98499023,0.21787955,9.3346974,-4.98341658,-11.4892767,-22.09247302,19.90786898,-1.93460784,0,6.108059,1.76753363,-4.52712161,-14.61532298,15.52441143,-8.36554767,0,0,0,0
15.355,-0.51759074,-2.09383087,-268.50681787,-2.53308463,0.98476878,0.21721444,9.6908639,-5.10147162,-11.15708697,-22.86000182,19.94056511,-2.31858116,0,6.03494964,1.87311967,-4.59013869,-14.62079933,15.61457475,-8.2795167,0,0,0,0
15.36,-0.59844866,-2.00917854,-268.54628737,-2.5338687,0.98462333,0.21646546,9.99004749,-5.26132573,-10.91483484,-23.66370489,20.01174518,-2.53913505,0,5.86731936,2.00484819,-4.63501619,-14.58354754,15.67327824,-8.23315556,0,0,0,0
15.365,-0.64880505,-1.9884059,-268.58017621,-2.53460088,0.98442598,0.21576601,10.36515237,-5.36153107,-10.58803531,-24.46267954,19.98658237,-2.92950175,0,5.79327322,2.10030212,-4.67968617,-14.58683317,15.75544671,-8.17299392,0,0,0,0
15.37,-0.70509036,-1.93396827,-268.61191779,-2.5353379,0.98427362,0.21501006,10.7128894,-5.47866647,-10.31488396,-25.2878985,19.97662854,-3.23222108,0,5.66987432,2.20388204,-4.71822608,-14.57078659,15.82564558,-8.13076268,0,0,0,0
15.375,-0.7614001,-1.87167894,-268.64762828,-2.53606979,0.9841464,0.21422667,11.06221045,-5.59933073,-10.06028235,-26.13108069,19.93908621,-3.49326087,0,5.52989972,2.30898532,-4.75449538,-14.54200128,15.88595725,-8.10659021,0,0,0,0
15.38,-0.81300318,-1.80135941,-268.66440779,-2.53679579,0.98403548,0.21340436,11.40548499,-5.71566059,-9.83665812,-26.98946777,19.91863321,-3.75665873,0,5.37883267,2.40945251,-4.76792827,-14.51067553,15.94427722,-8.07736438,0,0,0,0
15.385,-0.83563426,-1.77580163,-268.67736055,-2.53748336,0.98390197,0.21261239,11.80028845,-5.77984725,-9.56107342,-27.83844351,19.80090223,-4.13910127,0,5.29303668,2.47804487,-4.76711471,-14.50800295,16.01915814,-8.06769732,0,0,0,0
15.39,-0.87836024,-1.6922597,-268.69057066,-2.53819125,0.98384001,0.21173149,12.13936821,-5.88584435,-9.36279292,-28.71554308,19.7342488,-4.38133379,0,5.11682322,2.56865414,-4.7784892,-14.46118555,16.07361633,-8.04139085,0,0,0,0
15.395,-0.88885741,-1.66377665,-268.6969602,-2.53885039,0.98374307,0.21088665,12.54027458,-5.93403203,-9.11571766,-29.58145685,19.58248359,-4.75674752,0,5.02014466,2.62362077,-4.76512141,-14.44854723,16.13904029,-8.0445134,0,0,0,0
15.4,-0.90625723,-1.60587899,-268.70149637,-2.53951356,0.98368903,0.20998615,12.91338305,-5.99749058,-8.90988215,-30.46049272,19.45022398,-5.07213414,0,4.87673639,2.68621991,-4.75748132,-14.41254383,16.19433407,-8.03790897,0,0,0,0
15.405,-0.91908905,-1.54694156,-268.70517687,-2.5401593,0.98365171,0.20905454,13.28840246,-6.05528815,-8.71929276,-31.34336539,19.30638022,-5.3741377,0,4.72482193,2.74293357,-4.74852229,-14.36564007,16.24693205,-8.03215767,0,0,0,0
15.41,-0.92396307,-1.48934798,-268.69045442,-2.54079727,0.98362149,0.20810059,13.66224341,-6.10225212,-8.55136873,-32.2233452,19.16121833,-5.70919464,0,4.57673248,2.79063355,-4.71897943,-14.32404003,16.30398847,-8.02467159,0,0,0,0
15.415,-0.92577787,-1.43050973,-268.67875675,-2.54141375,0.9836077,0.20711831,14.0374441,-6.14360935,-8.39292612,-33.10229282,19.01002969,-6.03425795,0,4.42082591,2.8334878,-4.69617505,-14.27410749,16.35508537,-8.01804312,0,0,0,0
15.42,-0.92311609,-1.37006939,-268.66103023,-2.54201505,0.98360386,0.2061079,14.41008733,-6.17915604,-8.25222697,-33.97585683,18.85974204,-6.3616189,0,4.2600232,2.87004778,-4.67071216,-14.2204428,16.40652458,-8.00800261,0,0,0,0
15.425,-0.91515681,-1.31176925,-268.63696009,-2.54259736,0.9836088,0.20506988,14.78241279,-6.20586751,-8.12421889,-34.83886038,18.71185846,-6.6981786,0,4.09658317,2.89942931,-4.6391946,-14.15991093,16.45767802,-7.99269487,0,0,0,0
15.43,-0.90482644,-1.25091064,-268.60851613,-2.5431641,0.9836226,0.2040032,15.1503436,-6.22967878,-8.01388818,-35.6915296,18.57175327,-7.03083997,0,3.92783157,2.92400951,-4.6120851,-14.09762481,16.50826693,-7.97438686,0,0,0,0
15.435,-0.90410123,-1.17395993,-268.57069978,-2.54373443,0.98365198,0.2028891,15.49765764,-6.2716359,-7.93821584,-36.53635278,18.47322738,-7.32044644,0,3.73065255,2.95750346,-4.58530162,-14.01876746,16.55194747,-7.93504569,0,0,0,0
15.44,-0.87278937,-1.13388539,-268.53208642,-2.54425272,0.98366208,0.20178773,15.87878173,-6.25880726,-7.83023393,-37.3442634,18.31535238,-7.7077869,0,3.58522332,2.95586708,-4.54810526,-13.96129357,16.60964616,-7.91960155,0,0,0,0
15.445,-0.85691717,-1.07313435,-268.48934487,-2.54477943,0.983692,0.20063267,16.23431755,-6.27201272,-7.75360338,-38.14011121,18.21086335,-8.02370457,0,3.39972275,2.97002193,-4.51496329,-13.8756621,16.65517212,-7.87827574,0,0,0,0
15.45,-0.84186144,-1.00852431,-268.42445169,-2.54530562,0.98372126,0.19944097,16.57567274,-6.29238831,-7.7174455,-38.91125088,18.13472336,-8.34324612,0,3.21429666,2.98178383,-4.47793432,-13.80103889,16.70420604,-7.83292807,0,0,0,0
15.455,-0.80592875,-0.9687643,-268.37164514,-2.54578845,0.98374318,0.19825833,16.94018112,-6.27147481,-7.64334409,-39.63968414,18.01652449,-8.69839151,0,3.05467798,2.97005287,-4.43832682,-13.72369222,16.75925694,-7.79261483,0,0,0,0
15.46,-0.77107278,-0.92007728,-268.29647543,-2.54627843,0.9837687,0.19703829,17.28321737,-6.26086623,-7.61344415,-40.33590816,17.92765205,-9.03705623,0,2.8895582,2.95641949,-4.39487667,-13.6575117,16.82121027,-7.74047476,0,0,0,0
15.465,-0.75060089,-0.86116527,-268.21590354,-2.54677986,0.98380026,0.19577713,17.60932285,-6.27484446,-7.60810619,-41.0046305,17.88559469,-9.31301938,0,2.70077621,2.95777372,-4.35315024,-13.57096836,16.86816281,-7.67979715,0,0,0,0
15.47,-0.70931558,-0.8302222,-268.14064193,-2.54724107,0.98381579,0.19452004,17.95816422,-6.24875405,-7.57200479,-41.62102618,17.80462306,-9.62984893,0,2.54509354,2.93517093,-4.3070573,-13.48958823,16.92504812,-7.6207898,0,0,0,0
15.475,-0.67947673,-0.77861583,-268.04093991,-2.54773094,0.98384255,0.1932197,18.27188418,-6.2549528,-7.5966132,-42.20176733,17.77378277,-9.88441643,0,2.36800522,2.92287739,-4.25599505,-13.41336668,16.98137563,-7.55665274,0,0,0,0
15.48,-0.63097909,-0.75765516,-267.94984221,-2.54817993,0.98384744,0.19192255,18.61180623,-6.22316652,-7.58662719,-42.72688755,17.70482018,-10.172676,0,2.2253985,2.88906017,-4.20486749,-13.33950426,17.04618823,-7.4888208,0,0,0,0
15.485,-0.59802599,-0.70390978,-267.84006837,-2.5486619,0.9838776,0.19057325,18.90346705,-6.23023575,-7.63164584,-43.21334175,17.68697387,-10.34874431,0,2.03863155,2.87228978,-4.12826706,-13.25481303,17.11059508,-7.41333887,0,0,0,0
15.49,-0.56376626,-0.67031068,-267.73293466,-2.54912227,0.9838851,0.18921901,19.21087399,-6.22888909,-7.6652441,-43.65033936,17.66511226,-10.54601534,0,1.87564855,2.85225178,-4.06395716,-13.1737144,17.16531036,-7.34598645,0,0,0,0
15.495,-0.513004,-0.67463559,-267.62544405,-2.54954729,0.98385825,0.18787137,19.54865579,-6.19975568,-7.69125785,-44.0254073,17.62940423,-10.79505208,0,1.76220644,2.81154853,-4.02298705,-13.10477203,17.2114833,-7.29036659,0,0,0,0
15.5,-0.4669598,-0.64287274,-267.5119131,-2.54998355,0.98386877,0.18646989,19.83465049,-6.18683072,-7.73991142,-44.35197815,17.60388358,-10.92436847,0,1.59780355,2.77655389,-3.94133682,-13.02187439,17.27887133,-7.21662635,0,0,0,0
15.505,-0.40849913,-0.65736555,-267.39992703,-2.55037977,0.98383134,0.18508373,20.16339617,-6.15046237,-7.77893581,-44.61959813,17.56281373,-11.11790165,0,1.49467132,2.72545923,-3.88533399,-12.95572119,17.3362354,-7.15021992,0,0,0,0
15.51,-0.35763456,-0.64850535,-267.28454105,-2.55077848,0.98381354,0.18365482,20.45587217,-6.12973156,-7.83501071,-44.83803406,17.53527975,-11.24453321,0,1.35980799,2.68135084,-3.81969281,-12.88277819,17.39920853,-7.0783423,0,0,0,0
15.515,-0.30594696,-0.64272017,-267.17075145,-2.55116133,0.98378945,0.18220546,20.74282549,-6.10712257,-7.89191863,-45.00339797,17.50524792,-11.3517747,0,1.22720434,2.63554406,-3.75364294,-12.80994644,17.46259868,-7.01280029,0,0,0,0
15.52,-0.26305493,-0.62249336,-267.06152522,-2.55153727,0.98377433,0.18072373,21.00659765,-6.09472003,-7.94878899,-45.12071279,17.47864101,-11.41802017,0,1.07289773,2.59894718,-3.68433433,-12.73043275,17.52388361,-6.95285319,0,0,0,0
15.525,-0.20856261,-0.62421911,-266.94722097,-2.55188265,0.98373393,0.17923687,21.28313104,-6.06796038,-8.01295203,-45.18037944,17.43893242,-11.50333634,0,0.94873942,2.54720745,-3.61822623,-12.66118042,17.59049079,-6.89885608,0,0,0,0
15.53,-0.15341236,-0.62380164,-266.84359893,-2.55220321,0.9836923,0.17772579,21.55047832,-6.03278943,-8.05911258,-45.18860787,17.3907938,-11.56668305,0,0.81916156,2.49396724,-3.55569449,-12.58984651,17.65749063,-6.84459213,0,0,0,0
15.535,-0.10466203,-0.61415969,-266.74863201,-2.55250884,0.98365194,0.17618951,21.80239448,-6.00169512,-8.09579938,-45.15134195,17.34066093,-11.59857003,0,0.67501309,2.44702598,-3.49617209,-12.51418526,17.7225345,-6.79281757,0,0,0,0
15.54,-0.04851206,-0.61128157,-266.65187411,-2.5527889,0.98360142,0.17463383,22.04977687,-5.96096229,-8.14008438,-45.05920563,17.2820975,-11.63709121,0,0.54098145,2.38973999,-3.44481492,-12.44432087,17.79541085,-6.74720374,0,0,0,0
15.545,0.00311039,-0.60497772,-266.56471262,-2.55305195,0.98354713,0.17305233,22.2877767,-5.91950449,-8.16834367,-44.92206726,17.21413067,-11.65501203,0,0.39944899,2.33682862,-3.39697373,-12.37168375,17.86723067,-6.70132986,0,0,0,0
15.55,0.05515349,-0.5973726,-266.48298329,-2.55329566,0.98348402,0.17144733,22.51809411,-5.87418567,-8.19101209,-44.74175983,17.13961354,-11.66369695,0,0.25507036,2.28233506,-3.35488607,-12.29962337,17.94235143,-6.6576304,0,0,0,0
15.555,0.09892578,-0.58670237,-266.41134655,-2.55352865,0.98341624,0.16982594,22.74049076,-5.83347271,-8.1979975,-44.51986904,17.05387571,-11.64327112,0,0.10428992,2.23730696,-3.31413158,-12.22561121,18.0127214,-6.61702862,0,0,0,0
15.56,0.15610964,-0.5781651,-266.33464009,-2.55373126,0.98333794,0.16817135,22.95298451,-5.77305767,-8.20794884,-44.24993808,16.95844149,-11.65885012,0,-0.04222835,2.17369242,-3.27937155,-12.15746691,18.10283974,-6.56585803,0,0,0,0
15.565,0.1982452,-0.56735864,-266.2770952,-2.55393342,0.983252,0.16650144,23.16360482,-5.73050034,-8.20751881,-43.94967129,16.84803897,-11.60642421,0,-0.19790035,2.12899207,-3.25753297,-12.08127829,18.17064671,-6.53514516,0,0,0,0
15.57,0.24590765,-0.55471756,-266.21675978,-2.55411638,0.9831598,0.1648032,23.36162899,-5.67851576,-8.20690197,-43.60691667,16.72909819,-11.55959464,0,-0.35535632,2.07631868,-3.23131707,-12.00823438,18.24971805,-6.50354731,0,0,0,0
15.575,0.29272874,-0.54138988,-266.16086818,-2.55428999,0.98305564,0.1630769,23.55292126,-5.62437779,-8.20012158,-43.23016582,16.59905719,-11.51418212,0,-0.51705605,2.02425475,-3.20905358,-11.93277662,18.33297754,-6.47039529,0,0,0,0
15.58,0.33551332,-0.52786046,-266.11107538,-2.55444831,0.98293962,0.16132668,23.7389816,-5.57186447,-8.1872991,-42.82187966,16.4560691,-11.46048936,0,-0.68171808,1.97587649,-3.19138014,-11.85597862,18.41672923,-6.43738576,0,0,0,0
15.585,0.37703472,-0.51257067,-266.06375321,-2.5545996,0.98281328,0.1595542,23.91621894,-5.51946715,-8.17322769,-42.38127735,16.30152094,-11.40255295,0,-0.8488938,1.92817224,-3.17749243,-11.78100844,18.50229159,-6.40355301,0,0,0,0
15.59,0.41603226,-0.4976334,-266.01941249,-2.55474134,0.98267754,0.15775045,24.08764409,-5.46897448,-8.15860505,-41.91284364,16.13264998,-11.33565391,0,-1.01898041,1.88288135,-3.16732678,-11.70446487,18.5890948,-6.36916758,0,0,0,0
15.595,0.46050636,-0.47163543,-265.96856456,-2.55486723,0.98254828,0.15591329,24.23308634,-5.40644969,-8.13849671,-41.40597352,15.95413938,-11.28635306,0,-1.1962118,1.8273765,-3.15103151,-11.64079306,18.68535901,-6.3096937,0,0,0,0
15.6,0.48899235,-0.46259353,-265.93329488,-2.55499443,0.98237802,0.15406067,24.40369062,-5.37103498,-8.13101629,-40.89422742,15.7551141,-11.19181912,0,-1.36671872,1.79295604,-3.16041171,-11.5585771,18.77049586,-6.27882057,0,0,0,0
15.605,0.52452584,-0.44693317,-265.89089159,-2.55511004,0.98220986,0.15217201,24.55436886,-5.32748767,-8.1311514,-40.35068349,15.54560977,-11.09483769,0,-1.54192172,1.7485121,-3.1571173,-11.48446021,18.86217068,-6.23796762,0,0,0,0
15.61,0.55732671,-0.4309457,-265.84783303,-2.55521679,0.98203207,0.1502494,24.69876164,-5.28827071,-8.13765307,-39.78840122,15.32256881,-10.98989704,0,-1.71973633,1.70583301,-3.15656011,-11.41049404,18.95484077,-6.19501863,0,0,0,0
15.615,0.59438378,-0.40415771,-265.79565734,-2.55530881,0.98186593,0.14829304,24.8170592,-5.24258339,-8.1493164,-39.19528493,15.09406228,-10.88604342,0,-1.90342338,1.65401698,-3.15063522,-11.35117981,19.05467308,-6.1280678,0,0,0,0
